Handle,Title,Type,Tags,description,Fabric,Embroidery,Craft,Fit,Delivery,combined
yasira-kaftan-set-3559,Yasira Kaftan Set,Kaftan Set,"DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Light Yellow, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sabaa","This light yellow asymmetrical kaftan top, crafted from handwoven chanderi mulmul, features a V-neckline and is paired with a draped skirt. The outfit is adorned with aari embroidery in multicolour silk threads, and finished with contrast piping and beaded lace along the hemline.",Handwoven Chanderi Mulmul,"This is adorned with aari embroidery with multicolour silk threads, enhanced with beads.","Aari Embroidery, Zari Work, Bead Work",Loose Fit,4-5 Weeks,"{'Handle': 'yasira-kaftan-set-3559', 'Type': 'Kaftan Set', 'Title': 'Yasira Kaftan Set', 'description': 'This light yellow asymmetrical kaftan top, crafted from handwoven chanderi mulmul, features a V-neckline and is paired with a draped skirt. The outfit is adorned with aari embroidery in multicolour silk threads, and finished with contrast piping and beaded lace along the hemline.', 'Fabric': 'Handwoven Chanderi Mulmul', 'Embroidery': 'This is adorned with aari embroidery with multicolour silk threads, enhanced with beads.', 'Craft': 'Aari Embroidery, Zari Work, Bead Work', 'Fit': 'Loose Fit', 'Delivery': '4-5 Weeks'}"
maliha-kaftan-set-3558,Maliha Kaftan Set,Kaftan Set,"Comfortable Fit, Cotton Silk, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped, Ice Blue, Luxury Pret, Mehendi, New, Not On Sale, Sabaa","This ice blue asymmetrical kaftan, crafted from handwoven chanderi mulmul, features a boat neckline and is paired with straight-fit pants in handwoven silk chanderi satin stripe fabric. The outfit showcases aari embroidery with multicolour silk threads, outlined with zari work, and is finished with contrast piping.","Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped , Cotton Silk","This is adorned with aari embroidery with multicolour silk threads, outlined with zari work.","Aari Embroidery, Zari Work",Comfortable Fit,4-5 Weeks,"{'Handle': 'maliha-kaftan-set-3558', 'Type': 'Kaftan Set', 'Title': 'Maliha Kaftan Set', 'description': 'This ice blue asymmetrical kaftan, crafted from handwoven chanderi mulmul, features a boat neckline and is paired with straight-fit pants in handwoven silk chanderi satin stripe fabric. The outfit showcases aari embroidery with multicolour silk threads, outlined with zari work, and is finished with contrast piping.', 'Fabric': 'Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped , Cotton Silk', 'Embroidery': 'This is adorned with aari embroidery with multicolour silk threads, outlined with zari work.', 'Craft': 'Aari Embroidery, Zari Work', 'Fit': 'Comfortable Fit', 'Delivery': '4-5 Weeks'}"
huda-long-kurta-set-3557,Huda Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Ice Blue, Luxury Pret, Mehendi, New, Not On Sale, Sabaa","This ice blue long kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter sleeves. It is paired with loose-fit pants in handwoven silk chanderi satin striped fabric and a matching handwoven chanderi mulmul dupatta. The outfit is adorned with multicolour silk thread embroidery, enhanced with zari, and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Handwoven Chanderi Mulmul","This piece is adorned with multicolour silk thread embroidery, enhanced with Zari.","Silk Thread Embroidery, Zari Work, Lace Work",Comfortable Fit,4-5 Weeks,"{'Handle': 'huda-long-kurta-set-3557', 'Type': 'Long Kurta Set', 'Title': 'Huda Long Kurta Set', 'description': 'This ice blue long kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter sleeves. It is paired with loose-fit pants in handwoven silk chanderi satin striped fabric and a matching handwoven chanderi mulmul dupatta. The outfit is adorned with multicolour silk thread embroidery, enhanced with zari, and finished with contrast piping.', 'Fabric': 'Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Handwoven Chanderi Mulmul', 'Embroidery': 'This piece is adorned with multicolour silk thread embroidery, enhanced with Zari.', 'Craft': 'Silk Thread Embroidery, Zari Work, Lace Work', 'Fit': 'Comfortable Fit', 'Delivery': '4-5 Weeks'}"
iffat-long-kurta-set-3556,Iffat Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Luxury Pret, Mehendi, New, Not On Sale, Pastel Pink, Sabaa","This pastel pink long kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter sleeves. It is paired with loose-fit pants in handwoven silk chanderi satin striped fabric and a matching handwoven chanderi mulmul dupatta. The outfit is adorned with multicolour silk thread embroidery, enhanced with zari, and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Handwoven Chanderi Mulmul","This piece is adorned with multicolour silk thread embroidery, enhanced with Zari.","Silk Thread Embroidery, Zari Work, Lace Work",Comfortable Fit,4-5 Weeks,"{'Handle': 'iffat-long-kurta-set-3556', 'Type': 'Long Kurta Set', 'Title': 'Iffat Long Kurta Set', 'description': 'This pastel pink long kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter sleeves. It is paired with loose-fit pants in handwoven silk chanderi satin striped fabric and a matching handwoven chanderi mulmul dupatta. The outfit is adorned with multicolour silk thread embroidery, enhanced with zari, and finished with contrast piping.', 'Fabric': 'Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Handwoven Chanderi Mulmul', 'Embroidery': 'This piece is adorned with multicolour silk thread embroidery, enhanced with Zari.', 'Craft': 'Silk Thread Embroidery, Zari Work, Lace Work', 'Fit': 'Comfortable Fit', 'Delivery': '4-5 Weeks'}"
yasim-long-kurta-set-3555,Yasim Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Luxury Pret, Mehendi, New, Not On Sale, Pastel Pink, Sabaa","This pastel pink sleeveless long kurta, crafted from handwoven silk chanderi, features a mandarin collar with a slit. It is paired with straight-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped , Handwoven Chanderi Mulmul",This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks,"{'Handle': 'yasim-long-kurta-set-3555', 'Type': 'Long Kurta Set', 'Title': 'Yasim Long Kurta Set', 'description': 'This pastel pink sleeveless long kurta, crafted from handwoven silk chanderi, features a mandarin collar with a slit. It is paired with straight-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with contrast piping.', 'Fabric': 'Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped , Handwoven Chanderi Mulmul', 'Embroidery': 'This piece is adorned with multicolour silk thread embroidery', 'Craft': 'Silk Thread Embroidery', 'Fit': 'Comfortable Fit', 'Delivery': '4-5 Weeks'}"
riva-long-kurta-set-3554,Riva Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Light Yellow, Luxury Pret, Mehendi, New, Not On Sale, Sabaa","This light yellow sleeveless long kurta, crafted from handwoven silk chanderi, features a mandarin collar with a slit. It is paired with straight-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped , Handwoven Chanderi Mulmul",This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks,"{'Handle': 'riva-long-kurta-set-3554', 'Type': 'Long Kurta Set', 'Title': 'Riva Long Kurta Set', 'description': 'This light yellow sleeveless long kurta, crafted from handwoven silk chanderi, features a mandarin collar with a slit. It is paired with straight-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with contrast piping.', 'Fabric': 'Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped , Handwoven Chanderi Mulmul', 'Embroidery': 'This piece is adorned with multicolour silk thread embroidery', 'Craft': 'Silk Thread Embroidery', 'Fit': 'Comfortable Fit', 'Delivery': '4-5 Weeks'}"
mishka-long-anarkali-set-3553,Mishka Long Anarkali Set,Long Anarkali Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped, Luxury Pret, Mehendi, New, Not On Sale, Pastel Pink, Sabaa",This pastel pink and light yellow asymmetrical long anarkali in handwoven chanderi mulmul features a V-neckline and churidhar sleeves. It is paired with tulip pants in handwoven silk chanderi satin stripe fabric and a pastel pink handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with piping at the hem.,"Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped",This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks,"{'Handle': 'mishka-long-anarkali-set-3553', 'Type': 'Long Anarkali Set', 'Title': 'Mishka Long Anarkali Set', 'description': 'This pastel pink and light yellow asymmetrical long anarkali in handwoven chanderi mulmul features a V-neckline and churidhar sleeves. It is paired with tulip pants in handwoven silk chanderi satin stripe fabric and a pastel pink handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with piping at the hem.', 'Fabric': 'Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped', 'Embroidery': 'This piece is adorned with multicolour silk thread embroidery', 'Craft': 'Silk Thread Embroidery', 'Fit': 'Comfortable Fit', 'Delivery': '4-5 Weeks'}"
parisa-long-anarkali-set-3552,Parisa Long Anarkali Set,Long Anarkali Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped, Ice Blue, Luxury Pret, Mehendi, New, Not On Sale, Sabaa","This ice blue and pastel yellow asymmetrical long anarkali in handwoven chanderi mulmul features a V-neckline and churidhar sleeves. It is paired with tulip pants in handwoven silk chanderi satin stripe fabric, along with an ice blue handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with delicate piping at the hem.","Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped",This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks,"{'Handle': 'parisa-long-anarkali-set-3552', 'Type': 'Long Anarkali Set', 'Title': 'Parisa Long Anarkali Set', 'description': 'This ice blue and pastel yellow asymmetrical long anarkali in handwoven chanderi mulmul features a V-neckline and churidhar sleeves. It is paired with tulip pants in handwoven silk chanderi satin stripe fabric, along with an ice blue handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with delicate piping at the hem.', 'Fabric': 'Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped', 'Embroidery': 'This piece is adorned with multicolour silk thread embroidery', 'Craft': 'Silk Thread Embroidery', 'Fit': 'Comfortable Fit', 'Delivery': '4-5 Weeks'}"
quirat-short-kurta-set-3551,Quirat Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Greenish-White, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sabaa","This greenish-white A-line short kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter bell sleeves. It is paired with loose-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with cotton thread embroidery accented with multicolour silk threads, enhanced with zari, and finished with contrast piping","Handwoven Silk Chanderi, Handwoven Chanderi Mulmul","This is adorned with cotton thread embroidery with multicolour silk threads, enhanced with zari.","Cotton Thread Embroidery, Silk Thread Embroidery, Zari Work",Loose Fit,4-5 Weeks,"{'Handle': 'quirat-short-kurta-set-3551', 'Type': 'Short Kurta Set', 'Title': 'Quirat Short Kurta Set', 'description': 'This greenish-white A-line short kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter bell sleeves. It is paired with loose-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with cotton thread embroidery accented with multicolour silk threads, enhanced with zari, and finished with contrast piping', 'Fabric': 'Handwoven Silk Chanderi, Handwoven Chanderi Mulmul', 'Embroidery': 'This is adorned with cotton thread embroidery with multicolour silk threads, enhanced with zari.', 'Craft': 'Cotton Thread Embroidery, Silk Thread Embroidery, Zari Work', 'Fit': 'Loose Fit', 'Delivery': '4-5 Weeks'}"
kenza-short-kurta-set-3550,Kenza Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Pastel Yellow, Sabaa","This pastel yellow A-line short kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter bell sleeves. It is paired with loose-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with cotton thread embroidery accented with multicolour silk threads, enhanced with zari, and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Chanderi Mulmul","This is adorned with cotton thread embroidery with multicolour silk threads, enhanced with zari.","Cotton Thread Embroidery, Silk Thread Embroidery, Zari Work",Loose Fit,4-5 Weeks,"{'Handle': 'kenza-short-kurta-set-3550', 'Type': 'Short Kurta Set', 'Title': 'Kenza Short Kurta Set', 'description': 'This pastel yellow A-line short kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter bell sleeves. It is paired with loose-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with cotton thread embroidery accented with multicolour silk threads, enhanced with zari, and finished with contrast piping.', 'Fabric': 'Handwoven Silk Chanderi, Handwoven Chanderi Mulmul', 'Embroidery': 'This is adorned with cotton thread embroidery with multicolour silk threads, enhanced with zari.', 'Craft': 'Cotton Thread Embroidery, Silk Thread Embroidery, Zari Work', 'Fit': 'Loose Fit', 'Delivery': '4-5 Weeks'}"
simrat-long-anarkali-set-3549,Simrat Long Anarkali Set,Long Anarkali Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped, Handwoven Silk Chanderi Striped Doria, Light Yellow, Luxury Pret, Mehendi, New, Not On Sale, Sabaa","This light yellow long anarkali in handwoven chanderi mulmul features a touch neckline and full sleeves. It is paired with loose-fit pants in handwoven silk chanderi striped doria fabric, and a dupatta crafted from handwoven silk chanderi satin stripe fabric. The set is adorned with multicolour silk thread aari embroidery, enhanced with beadwork, and finished with contrast piping and lace detailing at the hem.","Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped , Handwoven Silk Chanderi Striped Doria","This is adorned with aari embroidery with multicolour silk threads, enhanced with beads.","Aari Embroidery, Bead Work, Lace Work",Comfortable Fit,4-5 Weeks,"{'Handle': 'simrat-long-anarkali-set-3549', 'Type': 'Long Anarkali Set', 'Title': 'Simrat Long Anarkali Set', 'description': 'This light yellow long anarkali in handwoven chanderi mulmul features a touch neckline and full sleeves. It is paired with loose-fit pants in handwoven silk chanderi striped doria fabric, and a dupatta crafted from handwoven silk chanderi satin stripe fabric. The set is adorned with multicolour silk thread aari embroidery, enhanced with beadwork, and finished with contrast piping and lace detailing at the hem.', 'Fabric': 'Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped , Handwoven Silk Chanderi Striped Doria', 'Embroidery': 'This is adorned with aari embroidery with multicolour silk threads, enhanced with beads.', 'Craft': 'Aari Embroidery, Bead Work, Lace Work', 'Fit': 'Comfortable Fit', 'Delivery': '4-5 Weeks'}"
